-0.01472001,0.000990307,-0.014349674,-0.043537184,-0.02079917,-0.008019769,-0.013210232,-0.006921636,0.004708218,-0.014841624,0.00084524,-0.028768295,-0.010167317,-0.005989817,-0.018336111,-0.02753563,-0.014598633,-0.007263232,-0.003278256,-0.019513166,
-0.01068045,0.015513197,0.019215241,-0.030726466,-0.002684617,-0.002303595,-0.018792499,-0.009347418,0.001174061,-0.006600445,-0.006783044,0.006149251,0.010167317,-0.00529692,-0.003850629,-0.00924926,-0.008571353,-0.00431701,0.00049255,-0.008616174,
0.011735498,-0.008708876,0.003188168,0.038262797,0.014052698,-0.003464941,0.002706362,0.019387316,0.007595841,0.012861177,0.003962451,0.026558067,-0.046967576,-0.002189398,-0.014973233,0.01870873,0.020189119,0.008615089,0.011258999,0.018221346,
-0.022235605,-0.038878815,-0.016949558,-0.018385943,-0.019319517,-0.01476323,-0.019100171,-0.012532682,-0.019395205,-0.02345286,-0.009080705,-0.016589972,-0.028809331,-0.016520238,-0.023927665,-0.021711003,-0.030706515,-0.010946938,-0.024307389,-0.016060548,
0.003541223,0.029001979,0.020127594,0.017170675,0.003968136,0.003126236,-0.008298803,0.004848946,0.010625303,0.009085486,0.005684838,0.033052437,-0.032075462,0.012442096,0.005777428,-0.009667763,0.004539975,-0.00871033,0.006792995,0.014066887,
-0.001283108,-0.006372361,0.002661767,-0.019084336,-0.004309822,-0.00822714,-0.013986242,-0.005374505,-0.001174823,-0.029058483,-0.001417924,0.004287558,0.04446912,-0.010534232,0.014225998,0.021325281,-0.007220306,0.001680834,-0.003804999,0.001329454,
0.001733486,0.006372361,0.000506201,0.001126126,0.001924658,0.007837278,-0.040235312,0.005113031,0.002348885,-0.008728279,0.000283746,-0.014653329,-0.029293211,-0.004032459,-0.012602748,-0.001784819,-0.008084092,-0.006741122,-0.001492791,0.002521189,
-0.015869311,-0.015705451,-0.032009931,-0.031440143,-0.015565278,-0.018118261,-0.017751945,-0.004587472,-0.013581588,0.017073306,-0.00797721,-0.040309584,-0.001983788,-0.012733489,-0.00532283,-0.029302605,-0.008149977,-0.014305012,-0.007832835,-0.011328484,
0.00318004,0.007233184,0.006899721,0.011088125,0.002988066,-0.001590873,0.011869576,0.001444009,0.003560655,0.021014877,0.000285937,0.006308222,0.072006433,0.004727239,0.007532738,0.003061087,0.001362857,-0.0030925,-0.008967075,-0.002146592,
0.009080188,-0.002806858,0.004659599,0.011874997,0.013507154,0.011084651,0.00294551,0.014197384,0.023998937,0.017329448,0.011090643,0.015598623,0.041974542,0.006623231,-0.017665727,0.01967056,0.012318599,0.005490666,0.024510261,0.019157118,
0.003591754,0,0.001548387,0.002380819,-0.001674513,-0.007111982,-0.011834458,0.000388159,0,-0.000296242,0.003669943,-0.015448911,0.031394015,0.006367987,-0.013419157,-0.035690641,0.002418725,-0.001712111,-0.00199233,-0.009798618,
-0.023855421,-0.00877157,-0.016509962,-0.007273586,-0.01633379,-0.016390654,-0.024097552,-0.000646683,-0.023998937,-0.060457889,-0.004518531,-0.011896835,0.039722784,-0.012241329,-0.022255287,-0.063131823,-0.019818822,-0.013113066,-0.015236634,-0.014745801,
0.015419572,0.020547108,0.015994099,0.007160342,0.017884418,0.01757965,0,0.012086985,0.014117791,0.012822589,0.007997696,0.022469489,-0.049037974,0.013193171,0.017539233,0.04147021,0.015238055,0.020286246,0.018885791,0.016208407,
